# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Sep  1 22:14:37 2021
#
# User preference: *
#
# COLUMN epic_name:      EPIC Name
# COLUMN epic_candname:  Candidate Name
# COLUMN pl_name:        Planet Name
# COLUMN k2c_refdisp:    Reference Disposition
# COLUMN k2c_reflink:    Reference Link
# COLUMN k2c_disp:       Exoplanet Archive Disposition
# COLUMN k2c_note:       Notes
# COLUMN k2_campaign:    K2 Campaign
# COLUMN k2c_recentflag: Most Recent Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_trandep:     Transit Depth [percent]
# COLUMN pl_trandur:     Transit Duration [days]
# COLUMN pl_imppar:      Impact Parameter
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_ratdor:      Ratio of Distance to Stellar Radius
# COLUMN pl_ratror:      Ratio of Candidate to Stellar Radius
# COLUMN pl_rade:        Candidate Radius [Earth radii]
# COLUMN pl_radj:        Candidate Radius [Jupiter radii]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_fppprob:     False Positive Probability
# COLUMN st_plx:         Parallax [mas]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_metfe:       Stellar Metallicity [dex]
# COLUMN st_metratio:    Metallicity Ratio
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_vsini:       Rot. Velocity V*sin(i) [km/s]
# COLUMN st_kep:         Kepler-band [mag]
# COLUMN st_bj:          B-band (Johnson) [mag]
# COLUMN st_vj:          V-band (Johnson) [mag]
# COLUMN st_us:          u-band (Sloan) [mag]
# COLUMN st_gs:          g-band (Sloan) [mag]
# COLUMN st_rs:          r-band (Sloan) [mag]
# COLUMN st_is:          i-band (Sloan) [mag]
# COLUMN st_zs:          z-band (Sloan) [mag]
# COLUMN st_j2:          J-band (2MASS) [mag]
# COLUMN st_h2:          H-band (2MASS) [mag]
# COLUMN st_k2:          Ks-band (2MASS) [mag]
# COLUMN st_bmvj:        B-V (Johnson) [mag]
# COLUMN st_jmh2:        J-H (2MASS) [mag]
# COLUMN st_hmk2:        H-Ks (2MASS) [mag]
# COLUMN st_jmk2:        J-Ks (2MASS) [mag]
#
epic_name,epic_candname,pl_name,k2c_refdisp,k2c_reflink,k2c_disp,k2c_note,k2_campaign,k2c_recentflag,pl_orbper,pl_tranmid,pl_trandep,pl_trandur,pl_imppar,pl_orbincl,pl_ratdor,pl_ratror,pl_rade,pl_radj,pl_eqt,pl_fppprob,st_plx,st_dist,st_teff,st_logg,st_metfe,st_metratio,st_rad,st_vsini,st_kep,st_bj,st_vj,st_us,st_gs,st_rs,st_is,st_zs,st_j2,st_h2,st_k2,st_bmvj,st_jmh2,st_hmk2,st_jmk2
EPIC 201231064,EPIC 201231064.01,K2-161 b,CONFIRMED,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,CONFIRMED,,10,1,9.28318800,2457587.847550,,,,87.251,10.790043,0.02184,6.117,0.550,,7.970000e-04,,,4972.00,3.63,-0.030,[Fe/H],2.57,,12.358,13.582,12.631,,13.069,12.326,12.053,,10.852,10.352,10.261,0.951,0.500,0.091,0.591
EPIC 201231940,EPIC 201231940.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,1,1,0.57303573,2456810.511000,0.510000,0.0133333,0.3500,,,0.09028,3.350,0.299,,,,,3570.00,,,,0.43,,18.108,,,21.791,19.444,18.097,17.536,17.197,15.961,15.377,15.155,,0.584,0.222,0.806
EPIC 201238110,EPIC 201238110.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,1,1,7.90417000,2456813.689500,0.268000,0.0800000,,,27.300000,0.05050,2.060,0.184,,,,,,,,,0.37,,14.904,,,,,,,,12.759,12.147,11.933,,0.612,0.214,0.826
EPIC 201238110,EPIC 201238110.02,EPIC 201238110 b,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,,1,1,28.16960000,2456824.483600,0.316000,0.1400000,,,61.500000,0.05400,2.200,0.200,,,,,,,,,0.37,,14.904,,,,,,,,12.759,12.147,11.933,,0.612,0.214,0.826
EPIC 201238110,EPIC 201238110.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,1,0,7.90696060,2456813.675000,0.280000,0.0720833,0.3400,,,0.04848,3.020,0.269,,,,,3772.00,,,,0.52,,14.904,,,,,,,,12.759,12.147,11.933,,0.612,0.214,0.826
EPIC 201238163,EPIC 201238163.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,1,1,1.08296140,2456810.366000,0.065500,0.0508333,0.4600,,,0.02378,1.560,0.139,,,,,3875.00,,,,0.56,,15.279,,,,,,,,13.114,12.480,12.282,,0.634,0.198,0.832
EPIC 201239401,EPIC 201239401.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,1,1,0.90565500,2456810.937200,0.067800,0.0620000,,,4.140000,0.02500,1.570,0.140,,,,,,,,,0.58,,15.042,17.110,15.776,,16.509,15.137,14.413,,12.580,11.945,11.735,1.334,0.635,0.210,0.845
EPIC 201239401,EPIC 201239401.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,1,0,0.90552205,2456810.944000,0.079100,0.0550000,0.4900,,,0.02628,1.520,0.136,,,,,3710.00,,,,0.50,,15.042,17.110,15.776,,16.509,15.137,14.413,,12.580,11.945,11.735,1.334,0.635,0.210,0.845
EPIC 201247497,EPIC 201247497.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,1,0,2.75411290,2456810.901000,0.671000,0.0516667,0.6100,,,0.07842,4.870,0.434,,,,,3834.00,,,,0.55,,16.770,,,20.569,18.104,16.860,16.199,15.761,14.562,13.982,13.748,,0.580,0.234,0.814
EPIC 201247497,EPIC 201247497.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,1,1,2.75421000,2456810.899900,0.746000,0.0550000,,,13.700000,0.08700,8.400,0.750,,,,,,,,,0.89,,16.770,,,20.569,18.104,16.860,16.199,15.761,14.562,13.982,13.748,,0.580,0.234,0.814
EPIC 201247497,EPIC 201247497.01,,CANDIDATE,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,CANDIDATE,,1,0,2.75391000,2456810.903100,,0.0429000,,,,0.07900,3.780,0.337,,4.100000e-01,,,3918.00,4.85,,,0.44,,16.770,,,20.569,18.104,16.860,16.199,15.761,14.562,13.982,13.748,,0.580,0.234,0.814
EPIC 201257461,EPIC 201257461.01,,FALSE POSITIVE,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,FALSE POSITIVE,,1,0,50.27762000,2456828.373500,,,,,6.190000,,209.520,18.692,1466,1.000000e+00,,1651.00,5141.00,,-0.210,[Fe/H],10.96,,11.511,12.882,11.668,,12.254,11.491,11.193,,9.994,9.479,9.368,1.214,0.515,0.111,0.626
EPIC 201257461,EPIC 201257461.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,1,1,50.28586900,2456828.355000,0.184000,0.5258333,0.9500,,,0.05345,3.470,0.310,,,,,4859.00,,,,0.74,,11.511,12.882,11.668,,12.254,11.491,11.193,,9.994,9.479,9.368,1.214,0.515,0.111,0.626
EPIC 201258341,EPIC 201258341.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,1,1,10.50439000,2456818.918500,0.040200,0.1410000,,,21.400000,0.01830,1.750,0.156,,,,,,,,,0.88,,9.769,10.759,9.996,,10.571,9.712,9.425,,8.565,8.228,8.166,0.763,0.337,0.062,0.399
EPIC 201259803,EPIC 201259803.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,1,1,1.68420800,2456810.892930,1.476000,0.0551000,,,10.580000,0.11730,5.510,0.492,,,,,,,,,0.43,,16.033,,,,,,,,13.795,13.128,12.941,,0.667,0.187,0.854
EPIC 201264302,EPIC 201264302.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,1,1,0.21220130,2456810.489800,0.072500,0.0260000,,,2.440000,0.02530,0.519,0.046,,,,,,,,,0.19,,13.879,16.351,14.898,,15.598,14.384,13.143,,11.147,10.590,10.357,1.453,0.557,0.233,0.790
EPIC 201264302,EPIC 201264302.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,1,0,0.21219899,2456810.278000,0.066200,0.0216667,0.3500,,,0.02488,1.050,0.094,,,,,3468.00,,,,0.37,,13.879,16.351,14.898,,15.598,14.384,13.143,,11.147,10.590,10.357,1.453,0.557,0.233,0.790
EPIC 201264302,EPIC 201264302.01,,CANDIDATE,<a refstr=ADAMS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...47A/abstract target=ref>Adams et al. 2016</a>,CANDIDATE,,1,0,0.21219400,2456812.400150,,,,83.300,3.600000,0.02710,0.770,0.069,,,,,3299.00,5.11,0.155,[Fe/H],0.26,,13.879,16.351,14.898,,15.598,14.384,13.143,,11.147,10.590,10.357,1.453,0.557,0.233,0.790
EPIC 201270176,EPIC 201270176.01,,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,CANDIDATE,,1,1,1.57771549,2456818.326995,1.823000,0.1285833,,,,,,,,,,,,,,,,,12.452,13.318,12.751,,12.904,12.518,12.258,,10.898,10.482,10.401,0.567,0.416,0.081,0.497
EPIC 201270176,EPIC 201270176.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,1,0,1.57786430,2456810.434000,0.891000,0.1258333,0.9200,,,0.11500,7.550,0.674,,,,,4811.00,,,,0.73,,12.452,13.318,12.751,,12.904,12.518,12.258,,10.898,10.482,10.401,0.567,0.416,0.081,0.497
EPIC 201270464,EPIC 201270464.01,,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,CANDIDATE,,1,1,1.57771549,2456818.327691,0.875000,0.1247083,,,,,,,,,,,,,,,,,9.392,9.441,9.116,,10.029,9.520,9.119,,8.526,8.487,8.438,0.325,0.039,0.049,0.088
EPIC 201274010,EPIC 201274010.01,,CANDIDATE,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,CANDIDATE,,10,1,13.01130000,2457589.515000,0.065000,0.0917000,0.4200,,26.700000,0.02550,2.430,0.217,713,,,,,,,,,,13.902,14.808,14.073,,14.377,13.858,13.698,,12.570,12.217,12.194,0.735,0.353,0.023,0.376
EPIC 201291843,EPIC 201291843.01,,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,CANDIDATE,,1,1,40.70206194,2456823.294921,0.536000,0.0675417,,,,,,,,,,,,,,,,,13.679,15.895,14.434,,15.198,13.872,13.028,,11.394,10.662,10.591,1.461,0.732,0.071,0.803
EPIC 201295312,EPIC 201295312.01,K2-44 b,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,,1,1,5.65621000,2456811.722100,0.033420,0.1790000,,,9.100000,0.01775,3.130,0.279,,,,,,,,,1.62,,12.126,12.782,12.189,,12.401,12.079,12.008,,11.018,10.696,10.693,0.593,0.322,0.003,0.325
EPIC 201295312,EPIC 201295312.01,K2-44 b,CONFIRMED,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,CONFIRMED,,1,0,5.65630400,2456811.720110,,,,87.354,9.377576,0.01726,2.939,0.260,,1.000000e-04,,,5722.00,4.02,0.040,[Fe/H],1.56,,12.126,12.782,12.189,,12.401,12.079,12.008,,11.018,10.696,10.693,0.593,0.322,0.003,0.325
EPIC 201295312,EPIC 201295312.01,K2-44 b,CANDIDATE,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,CONFIRMED,,1,0,5.65706000,2456811.718700,,,,,12.940000,,2.160,0.193,1211,1.400000e-04,,331.00,5989.00,,-0.020,[Fe/H],1.09,,12.126,12.782,12.189,,12.401,12.079,12.008,,11.018,10.696,10.693,0.593,0.322,0.003,0.325
EPIC 201295312,EPIC 201295312.01,K2-44 b,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,CONFIRMED,,1,0,5.65625600,2456811.720000,0.034200,0.1783333,0.4300,,,0.01714,2.080,0.186,,,,,5840.00,,,,1.03,,12.126,12.782,12.189,,12.401,12.079,12.008,,11.018,10.696,10.693,0.593,0.322,0.003,0.325
EPIC 201295312,EPIC 201295312.01,K2-44 b,CONFIRMED,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,CONFIRMED,,1,0,5.65688000,2456811.717600,,0.1817000,,,,0.01560,2.720,0.243,,6.700000e-07,,,5912.00,4.10,,,1.58,,12.126,12.782,12.189,,12.401,12.079,12.008,,11.018,10.696,10.693,0.593,0.322,0.003,0.325
EPIC 201299088,EPIC 201299088.01,,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,CANDIDATE,,10,1,21.20473900,2457600.342910,,,,83.490,7.257597,0.04741,9.110,0.810,,,,,5154.00,3.91,-0.260,[Fe/H],1.76,,11.751,12.866,12.107,,12.402,11.759,11.472,,10.366,9.862,9.800,0.759,0.504,0.062,0.566
EPIC 201324549,EPIC 201324549.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,1,1,2.51938600,2456812.512110,0.203600,0.0660000,,,5.220000,0.08900,19.600,1.750,,,,,,,,,2.03,,12.146,12.626,11.669,,12.416,12.094,12.031,,11.236,10.990,10.890,0.957,0.246,0.100,0.346
EPIC 201324549,EPIC 201324549.01,,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,CANDIDATE,,1,0,2.51881781,2456820.075966,0.215000,0.0658333,,,,,,,,,,,,,,,,,12.146,12.626,11.669,,12.416,12.094,12.031,,11.236,10.990,10.890,0.957,0.246,0.100,0.346
EPIC 201324549,EPIC 201324549.01,,FALSE POSITIVE,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,FALSE POSITIVE,,1,0,2.51933400,2456809.993530,,0.0643800,,,,0.02410,3.910,0.349,,1.000000e+00,,,6283.00,4.17,,,1.45,,12.146,12.626,11.669,,12.416,12.094,12.031,,11.236,10.990,10.890,0.957,0.246,0.100,0.346
EPIC 201324549,EPIC 201324549.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,1,0,2.51940780,2456812.512000,0.181000,0.0516667,0.8600,,,0.04461,7.990,0.713,,,,,7119.00,,,,1.72,,12.146,12.626,11.669,,12.416,12.094,12.031,,11.236,10.990,10.890,0.957,0.246,0.100,0.346
EPIC 201338508,EPIC 201338508.01,K2-5 c,CONFIRMED,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,CONFIRMED,,1,0,10.93406000,2456814.594700,,,,,32.270000,,1.920,0.171,511,2.900000e-03,,181.00,4102.00,,-0.510,[Fe/H],0.52,,14.364,16.296,14.912,,15.669,14.346,13.806,,12.449,11.758,11.595,1.384,0.691,0.163,0.854
EPIC 201338508,EPIC 201338508.02,K2-5 b,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,Candidate identifier changed to match previous publication.,1,1,5.73649000,2456814.591900,0.149600,0.1370000,,,5.420000,0.07300,4.200,0.370,,,,,,,,,0.53,,14.364,16.296,14.912,,15.669,14.346,13.806,,12.449,11.758,11.595,1.384,0.691,0.163,0.854
EPIC 201338508,EPIC 201338508.01,K2-5 c,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,Candidate identifier changed to match previous publication.,1,1,10.93459000,2456814.592300,0.137800,0.1140000,,,27.800000,0.03480,2.020,0.180,,,,,,,,,0.53,,14.364,16.296,14.912,,15.669,14.346,13.806,,12.449,11.758,11.595,1.384,0.691,0.163,0.854
EPIC 201338508,EPIC 201338508.02,K2-5 b,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,CONFIRMED,Candidate identifier changed to match previous publication.,1,0,5.73484620,2456814.601000,0.126000,0.1179167,0.9000,,,0.03962,2.400,0.214,,,,,4088.00,,,,0.62,,14.364,16.296,14.912,,15.669,14.346,13.806,,12.449,11.758,11.595,1.384,0.691,0.163,0.854
EPIC 201338508,EPIC 201338508.02,K2-5 b,CONFIRMED,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,CONFIRMED,,1,0,5.73597000,2456808.860200,,0.0979000,,,,0.02970,1.500,0.134,,5.400000e-06,,,4021.00,4.82,,,0.46,,14.364,16.296,14.912,,15.669,14.346,13.806,,12.449,11.758,11.595,1.384,0.691,0.163,0.854
EPIC 201338508,EPIC 201338508.01,K2-5 c,CONFIRMED,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,CONFIRMED,,1,0,10.93240000,2456814.601200,,0.1183000,,,,0.03240,1.640,0.146,,2.800000e-05,,,4021.00,4.82,,,0.46,,14.364,16.296,14.912,,15.669,14.346,13.806,,12.449,11.758,11.595,1.384,0.691,0.163,0.854
EPIC 201338508,EPIC 201338508.02,K2-5 b,CONFIRMED,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,CONFIRMED,,1,0,5.73491000,2456808.864000,,,,,20.990000,,1.920,0.171,634,1.700000e-04,,181.00,4102.00,,-0.510,[Fe/H],0.52,,14.364,16.296,14.912,,15.669,14.346,13.806,,12.449,11.758,11.595,1.384,0.691,0.163,0.854
EPIC 201345483,EPIC 201345483.01,K2-45 b,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,,1,1,1.72925770,2456811.255510,2.406000,0.0739000,,,7.670000,0.14310,11.400,1.020,,,,,,,,,0.73,,15.319,17.050,15.780,,16.496,15.260,14.814,,13.536,12.920,12.756,1.270,0.616,0.164,0.780
EPIC 201345483,EPIC 201345483.01,K2-45 b,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,CONFIRMED,,1,0,1.72925910,2456811.255000,2.370000,0.0720833,0.3500,,,0.13880,11.000,0.981,,,,,4271.00,,,,0.66,,15.319,17.050,15.780,,16.496,15.260,14.814,,13.536,12.920,12.756,1.270,0.616,0.164,0.780
EPIC 201345483,EPIC 201345483.01,K2-45 b,CONFIRMED,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,CONFIRMED,,1,0,1.72926840,2456809.526040,,0.0703800,,,,0.13760,6.710,0.599,,6.800000e-06,,,4103.00,4.82,,,0.45,,15.319,17.050,15.780,,16.496,15.260,14.814,,13.536,12.920,12.756,1.270,0.616,0.164,0.780
EPIC 201345483,EPIC 201345483.01,K2-45 b,CANDIDATE,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,CONFIRMED,,1,0,1.72926000,2456809.526000,,,,87.770,8.070000,0.14000,10.440,0.931,,1.500000e-01,,,,,,,,,15.319,17.050,15.780,,16.496,15.260,14.814,,13.536,12.920,12.756,1.270,0.616,0.164,0.780
EPIC 201352100,EPIC 201352100.01,,CANDIDATE,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,CANDIDATE,,10,1,13.38382000,2457594.789500,0.120000,0.0917000,0.3800,,33.900000,0.03260,2.700,0.240,608,,,,,,,,,,12.798,13.824,12.963,,13.343,12.693,12.565,,11.278,10.789,10.708,0.861,0.489,0.081,0.570
EPIC 201352100,EPIC 201352100.01,,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,CANDIDATE,,10,0,13.38362900,2457594.792040,,,,89.247,34.933150,0.03231,2.873,0.260,,,,,5216.00,4.70,0.160,[Fe/H],0.82,,12.798,13.824,12.963,,13.343,12.693,12.565,,11.278,10.789,10.708,0.861,0.489,0.081,0.570
EPIC 201357643,EPIC 201357643.01,K2-245 b,CONFIRMED,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,CONFIRMED,,10,1,11.89307000,2457587.552400,0.107000,0.1750000,0.3800,,17.500000,0.03170,4.340,0.387,923,,,,,,,,,,11.998,12.747,12.212,,12.346,11.970,11.849,,11.499,11.227,11.158,0.535,0.272,0.069,0.341
EPIC 201357835,EPIC 201357835.01,,CANDIDATE,<a refstr=ZINK_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RNAAS...3...43Z/abstract target=ref>Zink et al. 2019</a>,CANDIDATE,,10,1,11.89510000,2457611.337100,,,0.5200,,15.600000,0.03044,,,,,,,5040.00,,,,0.68,,12.281,13.130,12.443,,12.463,12.220,12.276,,11.574,11.266,11.271,0.687,0.308,-0.005,0.303
EPIC 201359834,EPIC 201359834.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,1,1,40.14010000,2456838.652810,1.896000,0.1260000,,,74.500000,0.26600,20.800,1.860,,,,,,,,,0.72,,15.655,17.703,16.298,,17.054,15.728,15.056,,13.372,12.687,12.567,1.405,0.685,0.120,0.805
EPIC 201366540,EPIC 201366540.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,1,1,7.44330000,2456810.646800,0.116000,0.0680000,,,28.000000,0.03460,2.730,0.244,,,,,,,,,0.72,,14.970,16.909,15.512,,16.323,14.949,14.390,,12.966,12.299,12.165,1.397,0.667,0.134,0.801
EPIC 201367065,EPIC 201367065.01,K2-3 b,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,CONFIRMED,,1,0,10.05176778,2456823.477669,0.145000,0.1271667,,,,,,,,,,,,,,,,,11.574,13.524,12.167,,12.917,11.596,10.999,,9.421,8.805,8.561,1.357,0.616,0.244,0.860
EPIC 201367065,EPIC 201367065.03,K2-3 d,CONFIRMED,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,CONFIRMED,,1,0,44.56090000,2456826.228500,,0.1683000,,,,0.02350,0.960,0.086,,1.200000e-07,,,3841.00,4.91,,,0.37,,11.574,13.524,12.167,,12.917,11.596,10.999,,9.421,8.805,8.561,1.357,0.616,0.244,0.860
EPIC 201367065,EPIC 201367065.02,K2-3 c,CONFIRMED,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,CONFIRMED,,1,0,24.64350000,2456812.281100,,0.1408000,,,,0.02880,1.180,0.105,,2.100000e-08,,,3841.00,4.91,,,0.37,,11.574,13.524,12.167,,12.917,11.596,10.999,,9.421,8.805,8.561,1.357,0.616,0.244,0.860
